term,document_frequency,idf
vaccin,6,3.0243817644968085
saccordent,6,3.0243817644968085
universel,9,2.667706820558076
sequential,2,3.8716796248840124
latrale,2,3.8716796248840124
lhypercholestrolmie,1,4.277144732992177
rioua,1,4.277144732992177
antimicrosom,1,4.277144732992177
linterfron,2,3.8716796248840124
ctnni,1,4.277144732992177
alterne,5,3.178532444324067
polderman,1,4.277144732992177
souv,3,3.583997552432231
alogrer,1,4.277144732992177
sonogra,1,4.277144732992177
attnuer,7,2.890850371872286
ylant,3,3.583997552432231
valla,1,4.277144732992177
odiestrase,2,3.8716796248840124
caverneux,1,4.277144732992177
chantiller,1,4.277144732992177
toxicocintiquetoxicocodynamiqu,1,4.277144732992177
physiopathologie,16,2.137078569495906
deuxcritrer,1,4.277144732992177
iodure,1,4.277144732992177
lagressivit,1,4.277144732992177
morgulateur,1,4.277144732992177
autologue,4,3.3608540011180215
fixateur,1,4.277144732992177
thermomtr,1,4.277144732992177
intress,8,2.7730673362159024
dc,46,1.1201443118420633
composed,1,4.277144732992177
souher,10,2.5723966407537513
in,52,1.0
grandement,12,2.4053425560905852
dpists,2,3.8716796248840124
signs,4,3.3608540011180215
indiffremmer,1,4.277144732992177
leijn,1,4.277144732992177
dhmatom,3,3.583997552432231
objectivit,1,4.277144732992177
architecturale,1,4.277144732992177
auxmalade,1,4.277144732992177
incrimine,7,2.890850371872286
procalcitonin,6,3.0243817644968085
rpondeuse,1,4.277144732992177
pressives,2,3.8716796248840124
barotraumatisme,15,2.197703191312341
halopridol,1,4.277144732992177
dicarboxylique,3,3.583997552432231
pylorique,1,4.277144732992177
mecr,1,4.277144732992177
envahir,1,4.277144732992177
ipso,2,3.8716796248840124
gravitationnel,1,4.277144732992177
achat,1,4.277144732992177
attente,25,1.7121953755306398
prcdemment,22,1.8347976976229723
rsistanc,33,1.4439313889359604
lhypotension,6,3.0243817644968085
affich,2,3.8716796248840124
normoventilation,1,4.277144732992177
desbourrely,1,4.277144732992177
lysosomial,1,4.277144732992177
cpt,1,4.277144732992177
armacothrapie,1,4.277144732992177
censurer,1,4.277144732992177
lavancomycine,1,4.277144732992177
renforcer,17,2.079920155655957
ninfluence,6,3.0243817644968085
expdition,1,4.277144732992177
lhia,1,4.277144732992177
quip,6,3.0243817644968085
remise,1,4.277144732992177
bactrim,2,3.8716796248840124
corami,1,4.277144732992177
marseill,11,2.4853852637641216
arthmeter,1,4.277144732992177
dterminist,1,4.277144732992177
dsatur,1,4.277144732992177
soir,6,3.0243817644968085
niveau,52,1.0
protasom,2,3.8716796248840124
baronb,1,4.277144732992177
respir,4,3.3608540011180215
pnaliserer,1,4.277144732992177
brandir,2,3.8716796248840124
benzodiazpiner,5,3.178532444324067
inine,4,3.3608540011180215
worsen,1,4.277144732992177
maternal,1,4.277144732992177
multirsistance,3,3.583997552432231
solidum,2,3.8716796248840124
fecz,1,4.277144732992177
face,42,1.2090917978585594
dduir,6,3.0243817644968085
coin,3,3.583997552432231
article,25,1.7121953755306398
poiseuill,1,4.277144732992177
mthodologiquement,2,3.8716796248840124
restaurer,18,2.0258529343856813
champlain,1,4.277144732992177
rvp,2,3.8716796248840124
exanthm,2,3.8716796248840124
ermont,6,3.0243817644968085
cent,26,1.6744550475477928
serpent,3,3.583997552432231
indniable,3,3.583997552432231
thoriquement,24,1.7514160886839212
dalcool,4,3.3608540011180215
transportwhat,1,4.277144732992177
lactique,10,2.5723966407537513
cardiopathi,8,2.7730673362159024
ultrarapide,3,3.583997552432231
organe,41,1.2326222952687536
rousseau,1,4.277144732992177
umberto,1,4.277144732992177
transplant,13,2.331234583936863
tof,1,4.277144732992177
motoneurones,1,4.277144732992177
rta,1,4.277144732992177
adrnergique,16,2.137078569495906
phtalate,1,4.277144732992177
pidermiqu,2,3.8716796248840124
relat,2,3.8716796248840124
endothlial,22,1.8347976976229723
mthicillin,8,2.7730673362159024
entrerocolite,1,4.277144732992177
rmission,7,2.890850371872286
dysenteria,1,4.277144732992177
infirmer,6,3.0243817644968085
priorits,2,3.8716796248840124
dsaturation,11,2.4853852637641216
semelle,1,4.277144732992177
tomo,4,3.3608540011180215
lorsquelles,3,3.583997552432231
dbuter,31,1.5045560107523954
sensation,10,2.5723966407537513
occluded,1,4.277144732992177
dcembr,3,3.583997552432231
dolosal,1,4.277144732992177
prcipite,3,3.583997552432231
probabiliste,11,2.4853852637641216
dlais,24,1.7514160886839212
garde,23,1.7922380832041762
alpiniste,1,4.277144732992177
olipidiqu,1,4.277144732992177
progr,40,1.256719846847814
prsentation,27,1.6380874033769177
forcement,1,4.277144732992177
hydrolysent,1,4.277144732992177
pommette,1,4.277144732992177
noubliier,1,4.277144732992177
zymogne,1,4.277144732992177
svit,1,4.277144732992177
ettsiaafricae,1,4.277144732992177
taloncreux,1,4.277144732992177
plaig,3,3.583997552432231
malher,1,4.277144732992177
hmianopsi,1,4.277144732992177
gnotypique,2,3.8716796248840124
schuster,1,4.277144732992177
remboursement,1,4.277144732992177
lyo,1,4.277144732992177
rrter,1,4.277144732992177
globuline,1,4.277144732992177
fibers,1,4.277144732992177
surestimer,13,2.331234583936863
desquelle,8,2.7730673362159024
marroni,1,4.277144732992177
delavariabilit,1,4.277144732992177
mox,1,4.277144732992177
neopuff,1,4.277144732992177
marcher,3,3.583997552432231
carde,1,4.277144732992177
ncrosectomie,2,3.8716796248840124
dcoulement,2,3.8716796248840124
morbide,9,2.667706820558076
sex,5,3.178532444324067
renutrition,3,3.583997552432231
moraxella,1,4.277144732992177
inical,7,2.890850371872286
etgrave,1,4.277144732992177
orthostatisme,1,4.277144732992177
aym,1,4.277144732992177
dclenche,3,3.583997552432231
pea,2,3.8716796248840124
minimally,1,4.277144732992177
terroriste,2,3.8716796248840124
allaitement,2,3.8716796248840124
dterministe,1,4.277144732992177
congnre,1,4.277144732992177
californien,3,3.583997552432231
psychotique,3,3.583997552432231
insithrapiqu,1,4.277144732992177
multiplicit,12,2.4053425560905852
incantatoire,1,4.277144732992177
emmanuell,1,4.277144732992177
muqueuse,7,2.890850371872286
malgr,51,1.0190481949706944
antiplaquettes,1,4.277144732992177
pplatpep,1,4.277144732992177
denseigner,1,4.277144732992177
lquation,4,3.3608540011180215
incohrence,1,4.277144732992177
elbeuf,1,4.277144732992177
revascularize,1,4.277144732992177
lesite,1,4.277144732992177
lapproche,12,2.4053425560905852
harmonisation,2,3.8716796248840124
dgs,3,3.583997552432231
essayer,18,2.0258529343856813
dcret,12,2.4053425560905852
traction,2,3.8716796248840124
hydroariqu,1,4.277144732992177
intraluminal,1,4.277144732992177
huberta,1,4.277144732992177
buia,1,4.277144732992177
ferver,1,4.277144732992177
contrat,8,2.7730673362159024
stphan,1,4.277144732992177
commander,2,3.8716796248840124
nationalit,1,4.277144732992177
paralysie,19,1.9745596399981307
etdeshomme,1,4.277144732992177
melchior,1,4.277144732992177
ultrasonore,5,3.178532444324067
broccard,1,4.277144732992177
fop,1,4.277144732992177
dysgravidier,1,4.277144732992177
gestation,3,3.583997552432231
codant,10,2.5723966407537513
dictr,2,3.8716796248840124
allaitementer,1,4.277144732992177
plasmocytaire,1,4.277144732992177
dabstention,1,4.277144732992177
lui,51,1.0190481949706944
anet,1,4.277144732992177
uniformit,3,3.583997552432231
glose,1,4.277144732992177
yal,1,4.277144732992177
bryson,1,4.277144732992177
ciblant,1,4.277144732992177
animalerie,1,4.277144732992177
based,9,2.667706820558076
danticipation,1,4.277144732992177
drivs,11,2.4853852637641216
file,2,3.8716796248840124
paraparsie,1,4.277144732992177
sniorisation,1,4.277144732992177
perceptif,1,4.277144732992177
biotox,1,4.277144732992177
macromolculair,1,4.277144732992177
apniqu,1,4.277144732992177
aimer,3,3.583997552432231
pertinemment,1,4.277144732992177
programm,11,2.4853852637641216
lgitime,4,3.3608540011180215
dintgrer,1,4.277144732992177
dcisiv,2,3.8716796248840124
quoffr,1,4.277144732992177
lintermdiair,13,2.331234583936863
fluorescenc,1,4.277144732992177
entropathie,1,4.277144732992177
apocalypse,1,4.277144732992177
prescrir,2,3.8716796248840124
chylomicron,2,3.8716796248840124
svre,49,1.0582689081239758
saignescompensation,1,4.277144732992177
chmorcepteurs,3,3.583997552432231
dtud,15,2.197703191312341
rhumatode,1,4.277144732992177
embryologie,1,4.277144732992177
cadavrique,2,3.8716796248840124
oy,1,4.277144732992177
apophyse,1,4.277144732992177
arsenal,8,2.7730673362159024
unpatient,1,4.277144732992177
cite,5,3.178532444324067
inorganique,2,3.8716796248840124
polyangite,2,3.8716796248840124
mannitol,8,2.7730673362159024
dissolv,1,4.277144732992177
dtiologier,3,3.583997552432231
consumption,1,4.277144732992177
antimitochondrie,2,3.8716796248840124
lastine,2,3.8716796248840124
etdysfonction,1,4.277144732992177
desteban,1,4.277144732992177
mol,10,2.5723966407537513
materia,1,4.277144732992177
fibrinolysefibrinolysis,1,4.277144732992177
queue,2,3.8716796248840124
ccale,2,3.8716796248840124
suspecter,13,2.331234583936863
niveaub,1,4.277144732992177
remplisag,1,4.277144732992177
derfrence,1,4.277144732992177
listeria,1,4.277144732992177
riou,1,4.277144732992177
miguel,1,4.277144732992177
ge,48,1.0784716154414953
diffrentier,1,4.277144732992177
viiia,1,4.277144732992177
quellessource,1,4.277144732992177
alia,2,3.8716796248840124
gap,1,4.277144732992177
accord,24,1.7514160886839212
vergnon,1,4.277144732992177
msylate,1,4.277144732992177
prsention,1,4.277144732992177
dessous,31,1.5045560107523954
dquilibre,1,4.277144732992177
chocardiographique,4,3.3608540011180215
michallon,3,3.583997552432231
evc,1,4.277144732992177
thalidomidedexamthasone,1,4.277144732992177
plastifi,1,4.277144732992177
br,2,3.8716796248840124
dcontaminer,2,3.8716796248840124
gur,1,4.277144732992177
soufflet,6,3.0243817644968085
valproate,2,3.8716796248840124
lurgenc,4,3.3608540011180215
juxtaglomrulair,1,4.277144732992177
cfc,1,4.277144732992177
transpos,2,3.8716796248840124
voisinage,1,4.277144732992177
prsuppose,3,3.583997552432231
vandoeuvre,1,4.277144732992177
arosolisation,2,3.8716796248840124
structure,42,1.2090917978585594
explicative,4,3.3608540011180215
ivalon,1,4.277144732992177
mfloquine,1,4.277144732992177
advenir,2,3.8716796248840124
prokintique,1,4.277144732992177
identifiabler,2,3.8716796248840124
mortality,3,3.583997552432231
ofacut,3,3.583997552432231
pencher,4,3.3608540011180215
carboxypeptidas,1,4.277144732992177
tt,26,1.6744550475477928
encadre,1,4.277144732992177
civdlorsqu,1,4.277144732992177
linoculum,1,4.277144732992177
lnder,1,4.277144732992177
ais,7,2.890850371872286
vsiculaire,1,4.277144732992177
ie,20,1.925769475828699
thrombolytique,8,2.7730673362159024
lammoniaqu,1,4.277144732992177
antidot,1,4.277144732992177
typiquement,14,2.262241712449912
rtroplacentair,2,3.8716796248840124
msentrique,4,3.3608540011180215
inluctablement,3,3.583997552432231
antithyrodien,2,3.8716796248840124
dthanol,2,3.8716796248840124
pparat,13,2.331234583936863
amorcer,2,3.8716796248840124
servo,6,3.0243817644968085
sein,45,1.141650517063027
prtendr,1,4.277144732992177
dealbata,1,4.277144732992177
amli,2,3.8716796248840124
potable,1,4.277144732992177
far,2,3.8716796248840124
lecompte,2,3.8716796248840124
bunyavirida,1,4.277144732992177
produire,48,1.0784716154414953
attnus,1,4.277144732992177
bdry,1,4.277144732992177
diligence,2,3.8716796248840124
spiroscop,1,4.277144732992177
alfediam,1,4.277144732992177
esur,1,4.277144732992177
harrat,1,4.277144732992177
lamiodarone,3,3.583997552432231
discrimi,9,2.667706820558076
rhpca,1,4.277144732992177
soulignement,1,4.277144732992177
hormonothrapie,1,4.277144732992177
cavit,20,1.925769475828699
exclusivement,10,2.5723966407537513
pntranc,1,4.277144732992177
desart,1,4.277144732992177
pubissol,1,4.277144732992177
dnchaud,1,4.277144732992177
toulon,2,3.8716796248840124
area,1,4.277144732992177
antman,1,4.277144732992177
partagent,1,4.277144732992177
momtr,2,3.8716796248840124
protgent,3,3.583997552432231
forantibiotic,1,4.277144732992177
reprsent,26,1.6744550475477928
actone,2,3.8716796248840124
vtd,1,4.277144732992177
dantipileptique,1,4.277144732992177
lectronique,5,3.178532444324067
limipnem,2,3.8716796248840124
prigent,4,3.3608540011180215
pal,2,3.8716796248840124
triglycride,7,2.890850371872286
freiner,4,3.3608540011180215
touchs,2,3.8716796248840124
utiler,1,4.277144732992177
raincy,1,4.277144732992177
lysozom,1,4.277144732992177
matriser,15,2.197703191312341
cerebral,5,3.178532444324067
dadduction,1,4.277144732992177
eblse,2,3.8716796248840124
ticarcillin,1,4.277144732992177
consister,39,1.2814124594381855
lantidot,1,4.277144732992177
thomidat,1,4.277144732992177
transitant,1,4.277144732992177
sobservent,1,4.277144732992177
redefine,1,4.277144732992177
infiltrative,1,4.277144732992177
humane,1,4.277144732992177
striction,1,4.277144732992177
permettre,52,1.0
myotatique,1,4.277144732992177
lipolys,2,3.8716796248840124
dopexamine,1,4.277144732992177
intres,5,3.178532444324067
kallikrine,1,4.277144732992177
tel,51,1.0190481949706944
vitaminique,3,3.583997552432231
deractivit,1,4.277144732992177
coc,4,3.3608540011180215
hyperlactatmi,2,3.8716796248840124
recalibrer,1,4.277144732992177
depolarizes,1,4.277144732992177
insoluble,1,4.277144732992177
standardisation,9,2.667706820558076
pproprie,5,3.178532444324067
salvator,1,4.277144732992177
pic,30,1.5363047090669757
croître,11,2.4853852637641216
aspi,1,4.277144732992177
opinion,16,2.137078569495906
godet,1,4.277144732992177
morrhuate,1,4.277144732992177
doo,1,4.277144732992177
objectivable,1,4.277144732992177
rture,1,4.277144732992177
polysaccharidique,2,3.8716796248840124
vasopressiv,1,4.277144732992177
enterococcusflavescen,1,4.277144732992177
www,10,2.5723966407537513
spray,2,3.8716796248840124
loxymtrie,1,4.277144732992177
biotinidase,1,4.277144732992177
dexempl,4,3.3608540011180215
chloropromazine,1,4.277144732992177
sexercer,2,3.8716796248840124
prir,1,4.277144732992177
marburg,3,3.583997552432231
intolrance,4,3.3608540011180215
troponin,4,3.3608540011180215
duprogrs,1,4.277144732992177
continuesdiscontinue,1,4.277144732992177
moons,1,4.277144732992177
lindividualisme,1,4.277144732992177
peser,8,2.7730673362159024
barcelo,1,4.277144732992177
hliox,1,4.277144732992177
anthropomtrie,2,3.8716796248840124
mtaster,1,4.277144732992177
dimputabilit,2,3.8716796248840124
dains,1,4.277144732992177
pidermod,2,3.8716796248840124
rgulateur,7,2.890850371872286
examine,1,4.277144732992177
glutami,1,4.277144732992177
nitrofuranton,1,4.277144732992177
irradi,1,4.277144732992177
ysiopathologiquemer,1,4.277144732992177
roulement,1,4.277144732992177
vana,1,4.277144732992177
failure,17,2.079920155655957
dchos,1,4.277144732992177
araign,1,4.277144732992177
clart,2,3.8716796248840124
dexcellenc,1,4.277144732992177
foch,2,3.8716796248840124
laffinit,4,3.3608540011180215
arf,1,4.277144732992177
mcewen,1,4.277144732992177
trache,3,3.583997552432231
dadmission,19,1.9745596399981307
facilitation,3,3.583997552432231
larcade,2,3.8716796248840124
otomtr,1,4.277144732992177
hmopathie,14,2.262241712449912
geant,1,4.277144732992177
lextrieur,6,3.0243817644968085
lhyperparathyrodie,1,4.277144732992177
mnse,9,2.667706820558076
oumasqu,1,4.277144732992177
nifdipine,1,4.277144732992177
delapolyarthrit,1,4.277144732992177
pancuronium,4,3.3608540011180215
poidsactuel,1,4.277144732992177
lampleur,4,3.3608540011180215
quintravasculair,1,4.277144732992177
dici,2,3.8716796248840124
dapprentissage,3,3.583997552432231
apprcierer,1,4.277144732992177
dmasquent,1,4.277144732992177
dglutie,1,4.277144732992177
alcohol,1,4.277144732992177
milit,1,4.277144732992177
dhypoprotidmie,1,4.277144732992177
piplooplastie,1,4.277144732992177
dextrinemaltos,1,4.277144732992177
boulain,6,3.0243817644968085
dienc,1,4.277144732992177
srofibrineux,1,4.277144732992177
wn,1,4.277144732992177
triulzi,1,4.277144732992177
paramtrable,1,4.277144732992177
dinconscience,2,3.8716796248840124
oudupost,1,4.277144732992177
dinstillation,1,4.277144732992177
controlled,5,3.178532444324067
droulement,6,3.0243817644968085
mlancolique,1,4.277144732992177
concis,1,4.277144732992177
etea,1,4.277144732992177
tungstn,2,3.8716796248840124
bahr,1,4.277144732992177
implante,1,4.277144732992177
avenuedelattr,2,3.8716796248840124
listeriamonocytogene,3,3.583997552432231
quindicativ,1,4.277144732992177
aldostronurie,1,4.277144732992177
brousse,1,4.277144732992177
dcompression,10,2.5723966407537513
lbp,2,3.8716796248840124
syndromique,1,4.277144732992177
monomre,6,3.0243817644968085
authentifier,8,2.7730673362159024
stomatite,1,4.277144732992177
anomalier,4,3.3608540011180215
pneumocistiscaninii,1,4.277144732992177
schmidt,1,4.277144732992177
jjunite,1,4.277144732992177
tude,52,1.0
dactualit,3,3.583997552432231
gnrateur,9,2.667706820558076
quexceptionnellement,2,3.8716796248840124
impliqus,12,2.4053425560905852
facto,4,3.3608540011180215
autor,1,4.277144732992177
autod,1,4.277144732992177
eine,1,4.277144732992177
bretagne,7,2.890850371872286
thioguanin,1,4.277144732992177
xiphodienne,1,4.277144732992177
matre,5,3.178532444324067
yries,2,3.8716796248840124
recanalisation,1,4.277144732992177
bachir,1,4.277144732992177
university,2,3.8716796248840124
contrlant,1,4.277144732992177
multivariabl,1,4.277144732992177
dgraissage,1,4.277144732992177
deuxtypes,1,4.277144732992177
rapporter,49,1.0582689081239758
postarrt,2,3.8716796248840124
miqu,31,1.5045560107523954
constricter,1,4.277144732992177
itratif,6,3.0243817644968085
dinfiltrats,1,4.277144732992177
systmatisation,2,3.8716796248840124
bronchiolaire,1,4.277144732992177
renverser,2,3.8716796248840124
quasi,42,1.2090917978585594
rivotril,1,4.277144732992177
tachypne,5,3.178532444324067
lanse,2,3.8716796248840124
herptiforme,1,4.277144732992177
vasoractivit,1,4.277144732992177
digami,1,4.277144732992177
sinspirant,1,4.277144732992177
nid,2,3.8716796248840124
lediagnostic,2,3.8716796248840124
ecthymer,1,4.277144732992177
mgacaryocytaire,1,4.277144732992177
